variable,VARNUM,Merged1996_97,Merged1997_98,Merged1998_99,Merged1999_00,Merged2000_01,Merged2001_02,Merged2002_03,Merged2003_04,Merged2004_05,Merged2005_06,Merged2006_07,Merged2007_08,Merged2008_09,Merged2009_10,Merged2010_11,Merged2011_12,Merged2012_13,Merged2013_14,Merged2014_15,Merged2015_16,Merged2016_17,Merged2017_18,Merged2018_19,Merged2019_20,Merged2020_21,Merged2021_22,Most_recent,Drawn_From
DTRANS_L4,1738,NULL,"Fall 1994 or AcadYr 1994-95 cohort (differs by institutional calendar), reported in IPEDS DCY1997-98","Fall 1995 or AcadYr 1995-96 cohort (differs by institutional calendar), reported in IPEDS DCY1998-99","Fall 1996 or AcadYr 1996-97 cohort (differs by institutional calendar), reported in IPEDS DCY1999-00","Fall 1997 or AcadYr 1997-98 cohort (differs by institutional calendar), reported in IPEDS DCY2000-01","Fall 1998 or AcadYr 1998-99 cohort (differs by institutional calendar), reported in IPEDS DCY2001-02","Fall 1999 or AcadYr 1999-00 cohort (differs by institutional calendar), reported in IPEDS DCY2002-03","Fall 2000 or AcadYr 2000-01 cohort (differs by institutional calendar), reported in IPEDS DCY2003-04","Fall 2001 or AcadYr 2001-02 cohort (differs by institutional calendar), reported in IPEDS DCY2004-05","Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2005-06","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2006-07","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2007-08","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2016 or AcadYr 2016-17 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2018 or AcadYr 2018-19 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
ICLEVEL,1739,"AcadYr 1996-97, reported in IPEDS DCY1996-97","AcadYr 1997-98, reported in IPEDS DCY1997-98","AcadYr 1998-99, reported in IPEDS DCY1998-99","AcadYr 1999-00, reported in IPEDS DCY1999-00","AcadYr 2000-01, reported in IPEDS DCY2000-01","AcadYr 2001-02, reported in IPEDS DCY2001-02","AcadYr 2002-03, reported in IPEDS DCY2002-03","AcadYr 2003-04, reported in IPEDS DCY2003-04","AcadYr 2004-05, reported in IPEDS DCY2004-05","AcadYr 2005-06, reported in IPEDS DCY2005-06","AcadYr 2006-07, reported in IPEDS DCY2006-07","AcadYr 2007-08, reported in IPEDS DCY2007-08","AcadYr 2008-09, reported in IPEDS DCY2008-09","AcadYr 2009-10, reported in IPEDS DCY2009-10","AcadYr 2010-11, reported in IPEDS DCY2010-11","AcadYr 2011-12, reported in IPEDS DCY2011-12","AcadYr 2012-13, reported in IPEDS DCY2012-13","AcadYr 2013-14, reported in IPEDS DCY2013-14","AcadYr 2014-15, reported in IPEDS DCY2014-15","AcadYr 2015-16, reported in IPEDS DCY2015-16","AcadYr 2016-17, reported in IPEDS DCY2016-17","AcadYr 2017-18, reported in IPEDS DCY2017-18","AcadYr 2018-19, reported in IPEDS DCY2018-19","AcadYr 2019-20, reported in IPEDS DCY2019-20","AcadYr 2020-21, reported in IPEDS DCY2020-21","AcadYr 2021-22, reported in IPEDS DCY2021-22","AcadYr 2021-22, reported in IPEDS DCY2021-22",2021_22
UGDS_MEN,1740,"Fall 1996, reported in IPEDS DCY1996-97","Fall 1997, reported in IPEDS DCY1997-98","Fall 1998, reported in IPEDS DCY1998-99","Fall 1999, reported in IPEDS DCY1999-00",NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17","Fall 2017, reported in IPEDS DCY2017-18","Fall 2018, reported in IPEDS DCY2018-19","Fall 2019, reported in IPEDS DCY2019-20","Fall 2020, reported in IPEDS DCY2020-21","Fall 2021, reported in IPEDS DCY2021-22","Fall 2021, reported in IPEDS DCY2021-22",2021_22
UGDS_WOMEN,1741,"Fall 1996, reported in IPEDS DCY1996-97","Fall 1997, reported in IPEDS DCY1997-98","Fall 1998, reported in IPEDS DCY1998-99","Fall 1999, reported in IPEDS DCY1999-00",NULL,"Fall 2001, reported in IPEDS DCY2001-02","Fall 2002, reported in IPEDS DCY2002-03","Fall 2003, reported in IPEDS DCY2003-04","Fall 2004, reported in IPEDS DCY2004-05","Fall 2005, reported in IPEDS DCY2005-06","Fall 2006, reported in IPEDS DCY2006-07","Fall 2007, reported in IPEDS DCY2007-08","Fall 2008, reported in IPEDS DCY2008-09","Fall 2009, reported in IPEDS DCY2009-10","Fall 2010, reported in IPEDS DCY2010-11","Fall 2011, reported in IPEDS DCY2011-12","Fall 2012, reported in IPEDS DCY2012-13","Fall 2013, reported in IPEDS DCY2013-14","Fall 2014, reported in IPEDS DCY2014-15","Fall 2015, reported in IPEDS DCY2015-16","Fall 2016, reported in IPEDS DCY2016-17","Fall 2017, reported in IPEDS DCY2017-18","Fall 2018, reported in IPEDS DCY2018-19","Fall 2019, reported in IPEDS DCY2019-20","Fall 2020, reported in IPEDS DCY2020-21","Fall 2021, reported in IPEDS DCY2021-22","Fall 2021, reported in IPEDS DCY2021-22",2021_22
CDR2_DENOM,1742,FSA FY1995 cohort measured in FY1996,FSA FY1996 cohort measured in FY1997,FSA FY1997 cohort measured in FY1998,FSA FY1998 cohort measured in FY1999,FSA FY1999 cohort measured in FY2000,FSA FY2000 cohort measured in FY2001,FSA FY2001 cohort measured in FY2002,FSA FY2002 cohort measured in FY2003,FSA FY2003 cohort measured in FY2004,FSA FY2004 cohort measured in FY2005,FSA FY2005 cohort measured in FY2006,FSA FY2006 cohort measured in FY2007,FSA FY2007 cohort measured in FY2008,FSA FY2008 cohort measured in FY2009,FSA FY2009 cohort measured in FY2010,FSA FY2010 cohort measured in FY2011,FSA FY2011 cohort measured in FY2012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSA FY2011 cohort measured in FY2012,2012_13
CDR3_DENOM,1743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FSA FY2009 cohort measured in FY2011,FSA FY2010 cohort measured in FY2012,FSA FY2011 cohort measured in FY2013,FSA FY2012 cohort measured in FY2014,FSA FY2013 cohort measured in FY2015,FSA FY2014 cohort measured in FY2016,FSA FY2015 cohort measured in FY2017,FSA FY2016 cohort measured in FY2018,FSA FY2017 cohort measured in FY2019,FSA FY2018 cohort measured in FY2020,FSA FY2019 cohort measured in FY2021,FSA FY2019 cohort measured in FY2021,2021_22
T4APPROVALDATE,1744,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PEPS as of March 21, 2023","PEPS as of March 21, 2023",2021_22
D150_4_WHITE,1745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_4_BLACK,1746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_4_HISP,1747,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_4_ASIAN,1748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_4_AIAN,1749,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_4_NHPI,1750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_4_2MOR,1751,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_4_NRA,1752,NULL,"Fall 1991 or AcadYr 1991-92 cohort (differs by institutional calendar), reported in IPEDS DCY1997-98","Fall 1992 or AcadYr 1992-93 cohort (differs by institutional calendar), reported in IPEDS DCY1998-99","Fall 1993 or AcadYr 1993-94 cohort (differs by institutional calendar), reported in IPEDS DCY1999-00","Fall 1994 or AcadYr 1994-95 cohort (differs by institutional calendar), reported in IPEDS DCY2000-01","Fall 1995 or AcadYr 1995-96 cohort (differs by institutional calendar), reported in IPEDS DCY2001-02","Fall 1996 or AcadYr 1996-97 cohort (differs by institutional calendar), reported in IPEDS DCY2002-03","Fall 1997 or AcadYr 1997-98 cohort (differs by institutional calendar), reported in IPEDS DCY2003-04","Fall 1998 or AcadYr 1998-99 cohort (differs by institutional calendar), reported in IPEDS DCY2004-05","Fall 1999 or AcadYr 1999-00 cohort (differs by institutional calendar), reported in IPEDS DCY2005-06","Fall 2000 or AcadYr 2000-01 cohort (differs by institutional calendar), reported in IPEDS DCY2006-07","Fall 2001 or AcadYr 2001-02 cohort (differs by institutional calendar), reported in IPEDS DCY2007-08","Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_4_UNKN,1753,NULL,"Fall 1991 or AcadYr 1991-92 cohort (differs by institutional calendar), reported in IPEDS DCY1997-98","Fall 1992 or AcadYr 1992-93 cohort (differs by institutional calendar), reported in IPEDS DCY1998-99","Fall 1993 or AcadYr 1993-94 cohort (differs by institutional calendar), reported in IPEDS DCY1999-00","Fall 1994 or AcadYr 1994-95 cohort (differs by institutional calendar), reported in IPEDS DCY2000-01","Fall 1995 or AcadYr 1995-96 cohort (differs by institutional calendar), reported in IPEDS DCY2001-02","Fall 1996 or AcadYr 1996-97 cohort (differs by institutional calendar), reported in IPEDS DCY2002-03","Fall 1997 or AcadYr 1997-98 cohort (differs by institutional calendar), reported in IPEDS DCY2003-04","Fall 1998 or AcadYr 1998-99 cohort (differs by institutional calendar), reported in IPEDS DCY2004-05","Fall 1999 or AcadYr 1999-00 cohort (differs by institutional calendar), reported in IPEDS DCY2005-06","Fall 2000 or AcadYr 2000-01 cohort (differs by institutional calendar), reported in IPEDS DCY2006-07","Fall 2001 or AcadYr 2001-02 cohort (differs by institutional calendar), reported in IPEDS DCY2007-08","Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11","Fall 2005 or AcadYr 2005-06 cohort (differs by institutional calendar), reported in IPEDS DCY2011-12","Fall 2006 or AcadYr 2006-07 cohort (differs by institutional calendar), reported in IPEDS DCY2012-13","Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2013-14","Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2014-15","Fall 2009 or AcadYr 2009-10 cohort (differs by institutional calendar), reported in IPEDS DCY2015-16","Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17","Fall 2011 or AcadYr 2011-12 cohort (differs by institutional calendar), reported in IPEDS DCY2017-18","Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19","Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2019-20","Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2020-21","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22","Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2021-22",2021_22
D150_4_WHITENH,1754,NULL,"Fall 1991 or AcadYr 1991-92 cohort (differs by institutional calendar), reported in IPEDS DCY1997-98","Fall 1992 or AcadYr 1992-93 cohort (differs by institutional calendar), reported in IPEDS DCY1998-99","Fall 1993 or AcadYr 1993-94 cohort (differs by institutional calendar), reported in IPEDS DCY1999-00","Fall 1994 or AcadYr 1994-95 cohort (differs by institutional calendar), reported in IPEDS DCY2000-01","Fall 1995 or AcadYr 1995-96 cohort (differs by institutional calendar), reported in IPEDS DCY2001-02","Fall 1996 or AcadYr 1996-97 cohort (differs by institutional calendar), reported in IPEDS DCY2002-03","Fall 1997 or AcadYr 1997-98 cohort (differs by institutional calendar), reported in IPEDS DCY2003-04","Fall 1998 or AcadYr 1998-99 cohort (differs by institutional calendar), reported in IPEDS DCY2004-05","Fall 1999 or AcadYr 1999-00 cohort (differs by institutional calendar), reported in IPEDS DCY2005-06","Fall 2000 or AcadYr 2000-01 cohort (differs by institutional calendar), reported in IPEDS DCY2006-07","Fall 2001 or AcadYr 2001-02 cohort (differs by institutional calendar), reported in IPEDS DCY2007-08","Fall 2002 or AcadYr 2002-03 cohort (differs by institutional calendar), reported in IPEDS DCY2008-09","Fall 2003 or AcadYr 2003-04 cohort (differs by institutional calendar), reported in IPEDS DCY2009-10","Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N/A
